OPIS Truckstop ID,Truckstop Name,Address,City,State,Rack ID,Retail Price,lat,lon
4332,PILOT TRAVEL CENTER #468,"I-57, EXIT 283 & US-24",Gilman,IL,280,3.439,37.675161631734994,-87.05722978865789
4332,PILOT TRAVEL CENTERS #468,"I-57, EXIT 283 & US-24",Gilman,IL,280,3.459,37.98170227897973,-91.67781574566867
4335,HIGHWAY 20  AUTO TRUCK PLAZA,US-20,Peosta,IA,335,3.489,31.60758017009664,-96.41218453045629
4339,ROAD RANGER #273,I-69E/US-77 & SR-107,Combes,TX,639,3.049,36.71118550235182,-95.20902636757305
4349,ROAD RANGER #144,"I-380, EXIT 68US-20, EXIT 68",Evansdale,IA,565,3.729,37.98925899682535,-83.38810429538563
4363,EL CHEAPO #4,"I-95, EXIT 87",Richmond Hill,GA,195,3.09566666,33.63705755452094,-115.61135429382797
4368,HOODS SERVICE CENTER,"I-44, EXIT 61",Bois D Arc,MO,535,3.074,34.038648464240715,-86.59096690210474
4372,GRADYS TRUCKSTOP,"I-16, EXIT 111",Pulaski                                 ,GA,195,3.46566666,35.65926244656934,-75.20939493007106
4373,KUM & GO #0043,"I-35, EXIT 43 & SR-207/CRG76",New Virginia,IA,320,3.114,30.301067966665897,-117.1105901490068
4389,TAYLOR QUIK-PIK,"I-29, EXIT 75 & US-30",Missouri Valley,IA,486,3.399,34.83118748374768,-112.96733303831667
4395,BREAK TIME #3147,"I-55, EXIT 67 & US-62",Sikeston,MO,275,3.499,33.17172010494817,-84.16840316489842
4417,TA MORIARITY TRAVEL CENTER,"I-40, EXIT 194",Moriarty,NM,580,3.21733333,34.91246028266872,-98.13591758776911
4419,CASEYS #3081,"I-35, EXIT 92 & US-136",Bethany,MO,400,3.06066666,31.79643197728877,-99.82256895931559
4427,CASEYS #2654,"I-80/US-6, EXIT 93 & CR-P28",Stuart,IA,320,3.099,43.35790921109842,-113.15166827278821
4431,CASEYS #2653,"US-63 & US-30, EXIT 202",Toledo,IA,320,3.349,38.903886803310726,-94.6614979641106
4437,UNDERWOOD TRUCK STOP I 80,"I-80, EXIT 17",Underwood                               ,IA,319,3.00066666,40.186534787167346,-113.67273444018113
4441,PILOT TRAVEL CENTERS #51,"I-81 BAILEYTON RD, EXIT 36",Greeneville,TN,405,3.56233333,41.837568579110076,-96.16897718447298
4442,Minuteman Food Mart #58,US-74/US-76,Delco,NC,245,3.50733333,37.47663298393586,-81.81923505191716
4445,TA Rogers,"I-94/US-52, EXIT 207 & SR-101",Rogers,MN,448,3.274,31.303804321311354,-107.08678210564182
4446,LOVES TRAVEL STOP #200,I-40 EXIT 74,Amarillo,TX,585,3.209,38.05659812727822,-95.96069159101364
4451,PRAIRIE JUNCTION TRUCK STOP,"I-29, EXIT 109 & SR-34",Colman,SD,530,3.099,38.802616770313186,-70.39920153015822
4452,CASEYS #2867,US-63 & US-20,Waterloo,IA,380,3.499,41.181592112764946,-85.66747883229814
4458,KUM & GO #1443,"I-80, EXIT 216",Williamsburg,IA,380,3.13066666,36.47489319344519,-77.93216143474007
4460,EXIT 62 TRUCKSTOP,"I-71, EXIT 62 & US-127",Glencoe,KY,415,3.16566666,31.913704541933456,-99.25761967197272
4463,QUIKTRIP #7901,"I-20, EXIT 556 & US-69",Lindale,TX,710,2.80733333,34.25663858698087,-81.60695384370723
4482,FLYING J TRAVEL PLAZA #777,"I-84, EXIT 54(FEDERAL WAY)",Boise,ID,785,3.809,35.44623444597953,-117.97454135293391
4482,FLYING J FUEL STOP #777,"I-84, EXIT 54(FEDERAL WAY)",Boise,ID,785,3.76566666,39.68875861997402,-113.85444087288775
4492,3 MILE CORNER TRUCK STOP,US-2 & US-95,Bonners Ferry,ID,970,3.734,38.56167457003368,-109.84647035399689
4525,STINKER #42,US-12/US-95 & SR-128,Lewiston,ID,970,3.69733333,35.34145088846769,-99.90240376923902
4528,WENATCHEE VALLEY TRUCK STOP,US-97 ALT,Wenatchee,WA,920,4.199,44.79772873189469,-77.71275608371184
4528,WENATCHEE VALLEY TRUCK STOP,US-97 ALT,Wenatchee,WA,920,4.119,39.086622290353304,-102.68669746060348
4528,WENATCHEE VALLEY TRUCK STOP,US-97 ALT,Wenatchee,WA,920,4.089,33.558401876039916,-87.26894032422686
4533,SPEEDWAY #1449,"I-65, EXIT 262B",Birmingham                              ,AL,615,2.97566666,31.526737089306057,-84.53428525982582
4544,BIG CHARLIES TRUCK PLAZA,"I-64, EXIT 282 & US-13",Virginia Beach,VA,130,3.489,32.29288708776498,-90.69088229558292
4555,PILOT TRAVEL CENTERS #406,"I-65, EXIT 22 & US-31A/SR-11",Cornersville,TN,460,3.799,33.689365925767625,-102.13790159149319
4560,FAST STOP TRAVEL CENTERS #1109,"I-15, EXIT 392",Plymouth,UT,835,3.58233333,32.41022059889333,-91.14733291432279
4563,PILOT TRAVEL CENTERS #299,"I-55/I-74/US-51, EXIT 160 & US-150/SR-9",Bloomington                             ,IL,280,3.599,32.79850536076959,-102.8867203605127
4563,PILOT TRAVEL CENTERS #299,"I-55/I-74/US-51, EXIT 160 & US-150/SR-9",Bloomington                             ,IL,280,3.399,34.27642753040771,-115.80631307239939
4563,PILOT TRAVEL CENTER #299,"I-55/I-74/US-51, EXIT 160 & US-150/SR-9",Bloomington                             ,IL,280,3.399,32.600603929421325,-70.35980109069928
4563,PILOT TRAVEL CENTERS #299,"I-55/I-74/US-51, EXIT 160 & US-150/SR-9",Bloomington                             ,IL,280,3.499,43.451481369396376,-113.64087731837445
4563,PILOT TRAVEL CENTER #299,"I-55/I-74/US-51, EXIT 160 & US-150/SR-9",Bloomington                             ,IL,280,3.499,31.203506184924635,-116.38258080819713
4563,PILOT TRAVEL CENTER #299,"I-55/I-74/US-51, EXIT 160 & US-150/SR-9",Bloomington                             ,IL,280,3.599,37.86767084355382,-76.07346253964221
4568,ONVO TRAVEL PLAZA,"I-90, EXIT 28",Fultonville,NY,12,3.199,36.155952404844925,-104.90826695535524
4568,ONVO TRAVEL PLAZA,"I-90, EXIT 28",Fultonville,NY,12,3.159,44.735679253629094,-87.48515129632462
4569,METROPOLIS TRUCK STOP,"I-24, EXIT 37 & US-45",Metropolis,IL,490,3.599,31.680583532520785,-103.54971351688836
4574,Circle K #4701432,"I-74, EXIT 174",Mahomet,IL,280,3.669,35.96783398568613,-100.42728646027643
4582,BIG CHIEF TRUCK STOP,"I-94/US-52, EXIT 61 & US-59/CR-82",Fergus Falls,MN,250,3.23566666,44.54205649913053,-106.89435139916017
4605,PILOT DEALER #898 SADLERS TRUCK STOP,"I-95, EXIT 11B & US-58",Emporia,VA,180,3.799,42.982606888409705,-102.84779971034949
4618,OUTPOST TRAVEL CENTER,"I-20, EXIT 5 & US-80",Greenwood,LA,745,2.899,42.2560810642392,-99.46497997067284
4620,PILOT TRAVEL CENTERS #95,"I-75, EXIT 329 & SR-44",Wildwood                                ,FL,225,3.22566666,33.8685424056741,-83.97919654538285
4620,PILOT TRAVEL CENTER #95,"I-75, EXIT 329 & SR-44",Wildwood                                ,FL,225,3.319,32.563313810850985,-94.42319028826041
4622,TA LEE HI TRAVEL PLAZA,"I-81,  EXIT 195",Lexington,VA,185,3.659,40.02964829886646,-72.82173914215116
4628,QUARLES #4601,US-29/US-17/US-15,Warrenton,VA,60,3.32233333,43.94063983691379,-117.90598030806123
4637,THORNTONS #369 DBA PILOT TRAVEL CENTER #514,"I-55, EXIT 126 & SR-10",Lincoln                                 ,IL,318,3.399,38.351443395208946,-94.8465838683986
4637,THORNTONS #369 DBA PILOT TRAVEL CENTER #514,"I-55, EXIT 126 & SR-10",Lincoln                                 ,IL,318,3.499,38.574190342048496,-90.7887605584141
4637,PILOT TRAVEL CENTER #514 - THORNTONS #369,"I-55, EXIT 126 & SR-10",Lincoln                                 ,IL,318,3.499,34.19968640490426,-73.9901506962863
4637,PILOT TRAVEL CENTER #514 - THORNTONS #369,"I-55, EXIT 126 & SR-10",Lincoln                                 ,IL,318,3.399,41.54239399787905,-117.54207381892861
4642,MARSHAL JUNCTION,"I-70, EXIT 147 & SR-1",Marshall                                ,IL,510,3.199,32.80565622836285,-91.3250207532392
4642,MARSHAL JUNCTION,"I-70, EXIT 147 & SR-1",Marshall                                ,IL,510,3.399,34.85518854606366,-77.31850357360216
4644,CIRCLE K #4706703,"I-80, EXIT 145A",Mokena,IL,290,3.399,36.381546579246255,-107.90361359403818
4644,CIRCLE K #4706703,"I-80, EXIT 145A",Mokena,IL,290,3.339,37.614155680266826,-76.18538257380312
4654,7-ELEVEN #35087,"I-490, EXIT 2 & SR-33 & SR-19",Bergen,NY,190,4.029,33.636145986226204,-119.0478295362854
4655,QUICKLEES TRAVEL CENTER,"I-86, EXIT 30 & CR-20",Belmont,NY,190,3.999,31.722552371088053,-83.3772685433135
4690,PWI #401,"I-20 & I-30, EXIT 1B",Aledo,TX,630,2.799,39.15930063662449,-73.34433894156734
4700,A C TRUCKSTOP,"I-80, EXIT 290",Laramie                                 ,WY,795,3.079,34.32945829860384,-87.14011691799689
4704,THE RIDGE,"I-68/US-219, EXIT 14 & US-40",Accident,MD,165,4.199,38.718573321339186,-98.0485378009776
4707,SMITHTON TRUCKSTOP,"I-70, EXIT 39 & SR-3059",Smithton,PA,165,3.899,32.315440729113035,-117.7559491763641
4729,MINIT MART #600244,"I-70, EXIT 131",Straughn,IN,457,3.859,37.217101527822265,-73.99430933386856
4742,FLYING J TRAVEL PLAZA #684,"I-94, EXIT 1 & SR-16",Beach,ND,807,3.96566666,37.98884148827379,-96.48518886542126
4750,BROOKE TRAVEL PLAZA,"I-80, EXIT 259",West Liberty,IA,380,2.98733333,30.777353052336405,-118.5501627832026
4762,TA MONROE TRAVEL CENTER,"I-75, EXIT 15",Monroe,MI,325,3.349,35.04906417290881,-85.5089464335619
4762,TA MONROE TRAVEL CENTER,"I-75, EXIT 15",Monroe,MI,325,3.249,32.016220154084614,-95.9081373211871
4762,TA MONROE TRAVEL CENTER,"I-75, EXIT 15",Monroe,MI,325,3.369,30.950624557091515,-113.78273412787946
4762,TA MONROE TRAVEL CENTER,"I-75, EXIT 15",Monroe,MI,325,3.299,44.84940348584918,-109.28640953448702
4806,TRACK AND TRAVEL,"I-20, EXIT 406",Weatherford,TX,630,2.91733333,34.83530767462084,-116.77546597720769
4818,PILOT TRAVEL CENTER #350,"I-84 & US-20, EXIT 95",Mountain Home,ID,785,3.799,42.148116687819524,-91.28532301457132
4818,PILOT TRAVEL CENTERS #350,"I-84 & US-20, EXIT 95",Mountain Home,ID,785,3.759,33.81960982145646,-88.89852603739953
4819,Alta Convenience #6333,"I-25, EXIT 11",Trinidad,CO,803,3.399,40.22254083335894,-94.71288508222779
4826,I-20 Truck Stop,"I-20, EXIT 165",Lincoln,AL,615,2.999,41.403417898345296,-79.14489334986925
4827,PETRO BEAUMONT #304,"I-10, EXIT 848",Beaumont,TX,610,3.33066666,38.934581109117666,-76.94955893459932
4837,SHELL,US-10 & SR-210,Motley,MN,522,3.399,37.073642828252375,-89.21878016584367
4856,PILOT TRAVEL CENTER #910- TOWN PUMP,"I-90, EXIT 274 & US-287",Three Forks,MT,786,3.59733333,36.17761371220903,-119.36217601462847
4858,PILOT TRAVEL CENTER #1346,"I-135, EXIT 31",Newton,KS,570,3.3115,35.23302399814493,-85.23851721261322
4858,PILOT DEALER #1346,"I-135, EXIT 31",Newton,KS,570,3.409,43.94293716371739,-99.10003915398242
4860,PILOT TRAVEL CENTER #476,"I-74, EXIT 32 & SR-17",Woodhull,IL,270,3.899,42.45929111681593,-91.72212583868065
4860,PILOT TRAVEL CENTERS #476,"I-74, EXIT 32 & SR-17",Woodhull,IL,270,3.899,44.47540365999769,-87.54596989905578
4872,TA COMMERCE TRAVEL CENTER,"I-85, EXIT 149 & US-441",Commerce,GA,16,3.21566666,31.864458352283172,-102.48816928364616
4874,PWI #110,"I-20, EXIT 112 & FM-1936",Odessa,TX,710,3.049,40.963012128054665,-74.1450747414103
4878,SHELL DBA ONE9 #1426,"I-84, EXIT 35",Nampa                                   ,ID,785,3.374,44.07510685231557,-113.30125666251094
4881,PETRO STOPPING CENTER #14,"I-295, EXIT 56",Bordentown,NJ,230,4.029,32.718495992484904,-86.42440963594814
4885,LOVES TRAVEL STOP #384,"I-70, EXIT 45",Greenville,IL,540,3.689,30.997444010501663,-119.78202100217098
4885,LOVES TRAVEL STOP #384,"I-70, EXIT 45",Greenville,IL,540,3.749,41.116809739350884,-73.76744472974096
4885,LOVES TRAVEL STOP #384,"I-70, EXIT 45",Greenville,IL,540,3.689,38.61709669769868,-114.37479333809543
4885,LOVES TRAVEL STOP #384,"I-70, EXIT 45",Greenville,IL,540,3.689,42.62743165137408,-115.25578849262126
4885,LOVES TRAVEL STOP #384,"I-70, EXIT 45",Greenville,IL,540,3.689,32.09658564939434,-103.34961834738779
4885,LOVES TRAVEL STOP #384,"I-70, EXIT 45",Greenville,IL,540,3.749,41.92900967789835,-101.32168569804597
4887,SUNOCO,"I-80 & I-90, EXIT 3",Wauseon                                 ,OH,550,3.699,33.02440980071617,-109.28499638385607
4894,CLOVERDALE TRAVEL PLAZA,"I-70, EXIT 41 & US-231",Cloverdale,IN,375,3.699,32.45483914298557,-90.74391695364376
4905,HY-MILER #2204,SR-250,Sandusky,OH,550,3.53233333,32.463986968964896,-97.85429509790183
4909,CIRCLE K #2723916,US-441/US-301/US/27/SR-500,Ocala,FL,140,3.459,42.21862080347073,-118.29122054794563
4910,PILOT TRAVEL CENTER #892,"I-70 EXIT 164, & US-50",Green River,UT,835,3.68566666,39.977958310443,-104.01739688723497
4918,PILOT TRAVEL CENTERS #219,"I-40, EXIT 398",Knoxville,TN,405,3.699,37.84598137153679,-79.47835432134147
4920,TA LAPLACE,"I-10, EXIT 209 & US-5",La Place,LA,600,3.22733333,35.38245726185254,-85.51492325690657
4921,PILOT TRAVEL CENTERS #231,"I-75, EXIT 29",Corbin,KY,410,3.609,43.158008112196626,-83.75645732100597
4927,CIRCLE K #2704886,"I-65, EXIT 205 & US-31/SR-22",Clanton,AL,720,3.20733333,35.88667661133953,-85.09415379582381
4933,VILLAGE TRUCK STOP,"I-81, EXIT 18",Rural Retreat                           ,VA,185,3.299,42.24899159207366,-104.45134893084834
4977,KWIK TRIP #331,SR-54,Wisconsin Rapids,WI,395,3.26233333,36.587023628553276,-115.0168038961612
4981,JOHNNYS MARKET,"I-94, EXIT 110 & US-27",Marshall,MI,385,3.499,35.65416644137361,-106.37664079834519
4983,KWIK TRIP #603,"I-94, EXIT 28 & SR-128",Wilson,WI,451,3.549,36.940196785044094,-78.41073499074204
4996,ZIP TRIP #54,"I-90, EXIT 452",Billings,MT,780,3.59066666,34.52066811246213,-70.97646011084645
5003,TRAILWAY TRUCK STOP,US-301/SR-304,Centreville                             ,MD,22,3.259,41.21414070264377,-95.30764926292193
5006,SUNOCO,US-1/US-9,Linden,NJ,79,3.799,37.54080585138719,-119.51498225384789
5024,I 55 MOTOR PLAZA,"I-55,  EXIT 180",Pevely,MO,540,2.99066666,33.48319042720226,-112.99775939328855
5030,YESWAY #1030,US-63 & E MARY ST,Ottumwa,IA,320,3.399,43.49361859911853,-103.8959712341867
5044,TA MOUNT VERNON TRAVEL CENTER,"I-44, EXIT 46 & SR-39/SR265",Mount Vernon,MO,535,3.409,35.75836832059817,-91.0707325703525
5050,ROCK PORT TRUCK PLAZA,"I-29 & US-136, EXIT 110",Rock Port,MO,400,3.099,38.15329291670983,-116.24531770973431
5056,TREX MART #16,"I-35, EXIT, 61 & US-69",Winston,MO,276,3.119,43.597081664468206,-72.83213506450592
5057,PHILLIPS 66,"I-35, EXIT 54 & I-35 BUS/US-36",Cameron,MO,276,3.099,39.36356993870988,-101.74581633577996
5060,CRAZY FREDS TRUCK SHOP,"I-40, EXIT 44 & US-66",Kingman,AZ,910,3.539,31.75347061062546,-74.37078910375885
5064,CLARK OIL #44,"I-59, EXIT 97",Laurel                                  ,MS,620,2.879,44.09748185420213,-80.97390986214891
5079,FASTLANE TAYLOR 63,US-61 & SR-6,Taylor,MO,494,3.01566666,39.415620796071266,-82.22813637422095
5085,K AN T TRUCKSTOP,"I-79, EXIT 137 & SR-310",Fairmont,WV,165,3.399,35.02358421985629,-89.6640210108884
5111,CIRCLE K #2723385,"I-59, EXIT 67 & US-49/SR-42",Hattiesburg,MS,620,3.149,32.08908108995081,-88.66080914740778
5117,CIRCLE K #4702361,"I-65, EXIT 130 & SR-334",Whitestown,IN,375,3.29233333,41.91037783905444,-88.09983823918759
5128,CASEYS #2769,"I-80, EXIT 220 & SR-149",Williamsburg,IA,380,3.14233333,39.301091338927705,-88.5639306487209
5131,TRAILS END TRUCK STOP,"I-29, EXIT 110 & US-136",Rock Port,MO,486,3.40566666,38.001916379644825,-92.31358843008194
5132,Travel Centers of America,"I-44, EXIT 208 & SR-19",Cuba,MO,574,3.26566666,43.40838874576436,-70.67929907585555
5160,FUEL MART #727,"I-70, EXIT 193",Quaker City                             ,OH,249,3.16566666,41.82895816836796,-83.3854716287152
5163,Blue Sky #733,"US-78, EXIT 81 & SR-178",Belden,MS,742,2.939,32.27512319599127,-81.15268058037394
5165,ONE9 #046,"I-65, EXIT 6 & SR-100",Franklin,KY,415,3.08566666,34.67583101693322,-76.37685924581629
5167,SPEEDWAY #7575,"I-65, EXIT 255",Hobart,IN,290,3.63233333,33.72733709721699,-109.21801186370755
5170,FLYING J #516,"I-76, EXIT 161 & I-70",Breezewood,PA,14,5.099,41.15919438859015,-115.80979204524697
5183,PETRO STOPPING CENTER #74,I-95 & EXIT 106,Kenly,NC,205,3.709,30.50298652103669,-95.85527817007006
5191,NORTH POINT PLAZA,"I-90 & I-94, EXIT 115",Poynette,WI,420,3.17233333,38.54834527306975,-94.29596521903633
5202,Chevron #306185,US-30,Montpelier,ID,825,3.699,41.43688028611036,-78.54091100250412
5203,OASIS TRAVEL CENTER,"I-10, EXIT 53",Robertsdale,AL,715,3.469,43.15148455142624,-97.81082103588321
5207,JJ TRAVEL PLAZA,"I-70, EXIT 70 & US-83",Oakley,KS,525,3.61566666,35.13122623073861,-91.45734872278436
5227,PILOT TRAVEL CENTERS #900,"I-95, EXIT 75",Dunn,NC,205,3.709,42.31885957008019,-93.64645307432708
5230,ONE9 #496,"I-80, EXIT 265",Atalissa,IA,270,3.01566666,31.65947605432811,-118.08986081213045
5232,CM EUNICE,US-190,Eunice,LA,730,3.399,42.696784376017774,-89.23925517015431
5234,SINCLAIR,SR-37,Monett,MO,277,3.29066666,31.912329934979738,-78.59783571128739
5236,FLYING J #875,"I-95,  EXIT 109",Elkton,MD,243,4.199,35.959309358405505,-112.1249725962098
5245,CASEYS #3842,US-36 & US-283,Norton,KS,357,3.15733333,41.95943048669331,-90.28341330367022
5247,EDGERTON TRAVEL PLAZA,"I-90, EXIT 160 & US-51",Edgerton,WI,420,3.199,32.24876141023161,-90.31947277767928
5249,Taylor's Stateline Travel Center,US-67 & SR-278,Neelyville,MO,275,2.999,33.438770928489625,-111.79075179718207
5254,TA CANDLER TRAVEL CENTER,"I-40, EXIT 37",Candler,NC,210,3.799,40.833788525896,-113.8268213134632
5255,7-ELEVEN #35788,"I-35, EXIT 215",Olathe,KS,400,3.339,40.80054804819112,-70.99740285117576
5258,PT TRUCK STOP,"I-12, EXIT 42",Hammond                                 ,LA,623,3.249,39.61721449327946,-100.31404151734813
5282,CASEYS #3548,US-54 & US-61,Pratt,KS,357,3.14066666,40.4092266670065,-108.62891356382353
5285,TULLO TRUCK STOP,"I-95, EXIT 15E & US-1/US-9",Kearny,NJ,79,3.799,38.140866650213944,-111.43377277728125
5297,ERNIES TRUCK STOP,"I-90,  EXIT 179 & I-90 BUS/SR-17",Moses Lake,WA,920,3.999,33.77698588360429,-86.61991432083825
5297,ERNIES TRUCK STOP,"I-90,  EXIT 179 & I-90 BUS/SR-17",Moses Lake,WA,920,3.949,35.18543990255879,-89.52773513363606
5297,ERNIES TRUCK STOP,"I-90,  EXIT 179 & I-90 BUS/SR-17",Moses Lake,WA,920,4.179,32.723965752021385,-87.82239385062913
5299,Sudden Service #62,"I-65, EXIT 6 & SR-100",Franklin,KY,460,3.084,43.62675842000442,-115.59969862442739
5302,ONE9 #258,"I-81, EXIT 150 & US-220 ALT & US-11",Troutville,VA,185,3.03233333,38.75087692149181,-75.32327082507815
5306,PILOT TRAVEL CENTERS #11,"I-76, EXIT 232",North Lima                              ,OH,573,3.799,36.012771251454595,-100.53668015954759
5309,NEWBORN TRUCK STOP,I-20 EXIT 5,Tallapoosa,GA,48,3.40733333,36.93008705466199,-104.3315296784821
5310,FLYING J #576,"I-35, EXIT 69",Northfield,MN,515,3.859,44.20925009417723,-96.88192763761305
5324,HY-MILER #2245,SR-53,Fremont,OH,550,3.38233333,32.3002710467412,-100.49669671261859
5341,KWIK STAR #1160,"US-75, EXIT 118 & SR-3",Le Mars,IA,408,3.299,38.793447480251956,-76.8211498430427
5349,JET FOOD STORE #17,US-1/SR=4/SR-540 & US-220/SR-47,Wrens,GA,135,3.41566666,37.58833018326699,-73.5369512401054
5363,SPEEDWAY #6767,"I-75, EXIT 20",Manheim,PA,70,4.499,39.17181353151972,-104.82733917751969
5389,FLYING J TRAVEL PLAZA #744,"I-15, EXIT 343",Ogden,UT,835,3.749,30.27165275731261,-76.80320962700226
5391,PWI #605,"I-10, EXIT 378",San Simon,AZ,640,2.959,43.08185863416227,-80.92384352334665
5399,FLYING J TRAVEL PLAZA #750,"I-81 & I-77, EXIT 80",Max Meadows,VA,185,3.549,43.981774237254186,-73.45961638276191
5407,CASEYS #4535,US 81,Concordia                               ,KS,570,2.91233333,38.476997753838134,-107.71248439070561
5414,One9 #1216,"I-10 ,EXIT 200 & SR-84",Eloy,AZ,930,3.199,40.449762358153386,-91.15204249395104
5414,Pride Travel Center dba One9 #1216,"I-10 ,EXIT 200 & SR-84",Eloy,AZ,930,3.199,43.837490717659435,-106.27277076297777
5419,USA TRAVEL CENTER,"I-40, EXIT 48 & US-93",Kingman,AZ,910,3.399,40.60857951470098,-78.7952754757813
5422,K AND H TRUCK PLAZA,"I-57, EXIT 283 & US-24",Gilman,IL,290,3.159,32.28808564371392,-119.73379047144678
5422,K AND H TRUCK PLAZA,"I-57, EXIT 283 & US-24",Gilman,IL,290,3.099,38.6443254025022,-91.7590418556802
5424,WK TRUCK STOP,"US-231 & SR-9001, EXIT 75",Beaver Dam,KY,340,3.399,39.10072569574284,-103.0398284364041
5435,MEADE AUTO AND TRUCK PLAZA,US-54,Meade                                   ,KS,525,3.799,36.36196006953579,-103.86581464610899
5436,PARKWAY MARATHON,"US-79, EXIT 94",Caneyville,KY,415,3.73233333,41.04666353437084,-87.75468380675414
5446,PETRO STOPPING CENTER #308,"I-20, EXIT 8 & SR-526",Shreveport,LA,745,3.17566666,44.01550522153522,-77.4257775343003
5462,BOOZER KWIK STOP,"I-15, EXIT 118",Idaho Falls                             ,ID,825,3.44733333,43.88352769360164,-89.5402304303337
5464,PILOT TRAVEL CENTERS #48,"I-65, EXIT 86",Glendale,KY,415,3.609,36.76259057106198,-77.34135106766388
5474,One9 #88,"I-95/SR-9, EXIT 201 & SR-520",Cocoa,FL,143,3.37566666,31.69857068761133,-106.7701444059485
5477,CHEVRON #383766,"I-5, EXIT 216",Halsey,OR,935,3.099,44.772617984435016,-94.02490726175094
5479,PILOT TRAVEL CENTERS #94,"I-75, EXIT 161",Punta Gorda,FL,225,3.799,42.58347129668901,-97.4731730466462
5479,PILOT TRAVEL CENTER #94,"I-75, EXIT 161",Punta Gorda,FL,225,3.799,31.869940218049003,-119.41775502484519
5491,49ER FUEL CENTER,"I-75, EXIT 49",East Bernstadt                          ,KY,410,2.999,43.81262823926058,-92.159392842963
5492,BFS FOODS #68,"I-70, EXIT 3",Hancock                                 ,MD,22,4.129,43.04844543093192,-86.92378379269125
5522,ONE9 #301,"I-55,  EXIT 40",Marston,MO,275,3.109,37.782570856891084,-90.4042797790465
5523,TA LIMON TRAVEL CENTER,"I-70, EXIT 359 & US-24",Limon,CO,800,3.92066666,38.86913153617394,-83.18600506082893
5529,FLYING J #549,"I-77, EXIT 100 & 101",Mount Airy,NC,65,3.599,35.985040558051956,-91.43302357734615
5537,HUCKS TRAVEL CENTER #51 DBA FLYING J #889,"I-57/I-64, EXIT 95 & SR-15",Mount Vernon,IL,574,3.459,30.82142458233047,-116.66248725746216
5537,HUCKS TRAVEL CENTER #51 dba FLYING J #889,"I-57/I-64, EXIT 95 & SR-15",Mount Vernon,IL,574,3.499,35.027958624688516,-114.17772379576442
5537,HUCKS TRAVEL CENTER #51 DBA FLYING J #889,"I-57/I-64, EXIT 95 & SR-15",Mount Vernon,IL,574,3.359,42.042801728970176,-90.17627112280238
5537,HUCKS TRAVEL CENTER #51 DBA FLYING J #889,"I-57/I-64, EXIT 95 & SR-15",Mount Vernon,IL,574,3.599,30.069480345069042,-106.251040401318
5537,HUCKS TRAVEL CENTER #51 dba FLYING J #889,"I-57/I-64, EXIT 95 & SR-15",Mount Vernon,IL,574,3.399,35.00248757536716,-116.0177435482617
5554,Southfork TRUCK STOP,"I-30, EXIT 63 & SR-53",Gurdon,AR,635,3.459,35.97253040386415,-98.51986282757267
5560,MIDWAY TRAVEL PLAZA,I-70 EXIT 121 & US-40,Columbia,MO,310,3.539,38.060934044068844,-92.28387009581724
5569,TA EXPRESS NORWOOD #0450,US-60,Norwood,MO,535,3.449,43.79783424619141,-103.56270058251967
5570,PETRO STOPPING CENTER #310,"I-12, EXIT 40 & US-51 BUS",Hammond,LA,725,3.249,35.19518991548942,-83.97831488871111
5579,SAPP BROS TRAVEL CENTER,US-30,Columbus,NE,486,3.219,35.20429802844342,-87.81146959493776
5592,TA COLUMBIA NORTH,"I-20, EXIT 71 & US-21",Columbia,SC,46,3.439,41.06251872164623,-103.3590819454164
5597,CM LAKE CHARLES FUEL STOP 36,"I-10, EXIT 36 & SR-397",Lake Charles,LA,690,3.299,36.78326911334711,-82.25637355457198
5601,BP,"I-24, EXIT 16",Paducah,KY,490,3.429,33.36907234409973,-87.56524787334823
5603,TA NORTH CANTON TRAVEL CENTER,"I-77, EXIT 111",North Canton,OH,249,3.624,36.786592741990404,-88.12773106410489
5606,FLYING J #511,"I-94, EXIT 147",Mandan,ND,273,3.95233333,32.112855305696996,-92.3286149606466
5607,RICE MART,"I-45 & FM 1603, EXIT 238",Rice,TX,630,3.019,32.64580479759335,-119.43051659557236
5608,SHOP A LOTT  #3,US-84 & US-171,Mansfield                               ,LA,766,3.13566666,37.475516591092195,-85.17464082615555
5613,CHEVRON #381108,"I-82, EXIT 36",Yakima,WA,925,3.999,36.28388174256822,-101.19791044454217
5618,MCCLURE OIL #52,"I-65/US-52, EXIT 140 & SR-32",Lebanon                                 ,IN,375,3.584,43.7226885160215,-72.86951449206722
5649,Fast Stop,"I-10, EXIT 182 & SR-22",Sorrento                                ,LA,623,3.699,35.4359084867495,-79.10076144613973
5651,LOVES TRAVEL STOP #303,"I-64, EXIT 43 & SR-395",Waddy,KY,415,3.749,38.70882525417065,-90.61527652343439
5659,TEX-BEST #526,US-59 & US-281,George West,TX,625,3.299,39.48396431879296,-107.39090090903653
5660,Pride Convenience Store,"I-90, EXIT 51 & I-291",Chicopee,MA,100,3.509,30.196416848825006,-109.81413033611668
5661,TA Express #287,"I-40, EXIT 288 & SR-111",Cookeville,TN,460,3.299,39.95306058025066,-102.98075811612254
5667,PILOT TRAVEL CENTERS #393,"I-40, EXIT 24 & SR-209",Waynesville                             ,NC,210,3.759,32.67053950304627,-96.17160282099907
5669,KWIK TRIP #497,I-90 EXIT 266 & CR-12,Dakota,MN,515,3.474,44.416054762041824,-105.19672449805265
